ticket_id,issue_category,priority,resolution_time,cost_per_hour,client_type,escalation_count,satisfaction_score,total_cost
91620,,Low,,60.0,Medium,0,5.0,61.05553695962392
91621,,Low,0.6766056386107695,40.0,Small,0,,27.06422554443078
91622,Network,,0.6002737066628971,40.0,Small,0,5.0,24.010948266515886
91623,Other,High,1.8598446418093344,90.0,Enterprise,0,4.592760976411104,167.38601776284008
91624,,,0.6445353232564804,60.0,Medium,0,5.0,38.672119395388826
91625,Software,High,,60.0,Medium,0,3.2873975890705984,518.0599737815961
91626,Software,Medium,1.6634916018746868,40.0,Small,0,,66.53966407498747
91627,Software,Medium,0.9945323587849852,40.0,Small,0,4.780803887777453,39.78129435139941
91628,Software,,1.9701506881372215,40.0,Small,0,4.342760698367214,78.80602752548886
91629,Hardware,Low,1.8134457119232688,90.0,Enterprise,0,4.280939053011019,163.2101140730942
91630,,,3.1059117760803705,40.0,Small,0,4.344149288672044,124.23647104321482
91631,Hardware,Medium,0.7783437098830763,60.0,Medium,1,4.745845691413993,196.7006225929846
91632,Hardware,Medium,0.48875246899738745,40.0,Small,0,5.0,19.550098759895498
91633,Network,Medium,5.2288631289766,90.0,Enterprise,0,3.652315066192675,470.59768160789395
91634,Software,Medium,1.2504611550451035,40.0,Small,0,4.238382227194837,50.01844620180414
91635,Hardware,,0.8870516762726807,60.0,Medium,0,5.0,53.22310057636084
91636,Network,Critical,2.616061604328547,40.0,Small,1,4.426278069003031,254.6424641731419
91637,Hardware,Medium,5.3287818879635145,40.0,Small,0,3.7650099694460235,213.1512755185406
91638,Network,Low,1.0491451764604716,90.0,Enterprise,0,4.924105166653255,94.42306588144244
91639,Software,Medium,1.9539298174392339,90.0,Enterprise,1,3.919080823675857,325.8536835695311
91640,Software,High,12.760476161051649,40.0,Small,1,,660.419046442066
91641,,Medium,2.5108923429260575,40.0,Small,0,4.1501653553399835,100.4356937170423
91642,Software,Medium,3.322550334949908,60.0,Medium,0,4.313907407205883,199.35302009699447
91643,Account/Access,Low,1.393662481171269,60.0,Medium,0,4.627125664280536,83.61974887027614
91644,Software,Medium,,40.0,Small,0,4.0389463055366805,69.12887744606651
91645,Network,High,4.084730596654284,40.0,Small,1,3.8093614917856016,313.38922386617133
91646,Account/Access,Low,,60.0,Medium,0,,45.843324090783
91647,Account/Access,Low,0.37834319721251586,40.0,Small,0,5.0,15.133727888500633
91648,Account/Access,Medium,,60.0,Medium,0,4.62418333500592,72.69701232631486
91649,Hardware,High,4.44314458792503,90.0,Enterprise,0,4.237772548091902,399.8830129132527
91650,Network,Medium,5.744168475520852,90.0,Enterprise,1,3.576550757804988,666.9751627968767
91651,Hardware,Medium,2.896438777816837,40.0,Small,0,4.7644080522818815,115.85755111267348
91652,Network,,2.0774493737784128,60.0,Medium,1,4.39937229085419,274.64696242670476
91653,Software,Low,0.25,60.0,Medium,0,5.0,15.0
91654,Other,Low,,60.0,Medium,0,4.015765011294847,105.52005132212014
91655,Software,Low,1.3715472983767278,90.0,Enterprise,1,,273.4392568539055
91656,Account/Access,High,0.3590590412219903,40.0,Small,0,4.622895594035139,14.362361648879611
91657,Software,,3.987884112971784,60.0,Medium,1,3.9450733644528237,389.27304677830705
91658,Hardware,High,1.7973595048193016,40.0,Small,1,4.797535573187038,221.89438019277208
91659,Account/Access,Low,0.9098763313594971,40.0,Small,0,5.0,36.39505325437988
91660,Account/Access,Low,2.8294402788985114,40.0,Small,0,4.5043756985860215,113.17761115594045
91661,Hardware,Critical,2.793053525369735,40.0,Small,0,4.04795573385232,111.7221410147894
91662,Software,High,,60.0,Medium,1,4.1648405853852655,268.8005795016506
91663,Account/Access,High,,60.0,Medium,0,4.554687096202018,155.62302514901316
91664,Software,Low,1.2231701964543165,40.0,Small,1,5.0,198.92680785817265
91665,Network,,2.4782707595167857,40.0,Small,1,4.4295763715932575,249.13083038067143
91666,Hardware,High,2.961315844356549,40.0,Small,1,4.376984269494209,268.4526337742619
91667,Hardware,Medium,0.8127739723017676,60.0,Medium,0,5.0,48.766438338106056
91668,Account/Access,Low,1.3445847011669096,60.0,Medium,0,,80.67508207001458
91669,Software,,2.4970737616561838,40.0,Small,0,,99.88295046624735
91670,Account/Access,Medium,,90.0,Enterprise,1,3.968111013889428,374.83428042379205
91671,Hardware,Medium,1.273120745224127,60.0,Medium,0,,76.38724471344763
91672,,High,1.1948376703861634,60.0,Medium,0,4.462626951781121,71.6902602231698
91673,Software,,,40.0,Small,0,4.199760855386349,88.73165671644134
91674,,High,1.529550196084214,40.0,Small,0,4.697147218299974,61.18200784336856
91675,Other,Low,2.5681723596185644,40.0,Small,0,3.447871124863198,102.72689438474258
91676,,,,90.0,Enterprise,0,,152.4196033407722
91677,Network,Medium,2.2107775331394937,40.0,Small,0,4.874260488703479,88.43110132557975
91678,,Medium,,60.0,Medium,0,3.405705755605449,458.0297013974928
91679,Software,Low,2.470708822384228,40.0,Small,0,4.51997006664202,98.82835289536912
91680,Network,High,3.4314878022868465,40.0,Small,1,3.5744201771937565,287.2595120914739
91681,Account/Access,High,6.534999077423144,40.0,Small,0,3.542310090958674,261.3999630969258
91682,Software,Medium,0.576043564200446,90.0,Enterprise,0,4.2650038179812455,51.84392077804014
91683,Account/Access,Medium,0.7816764767180451,40.0,Small,0,5.0,31.267059068721803
91684,Other,,3.733516647125967,40.0,Small,1,4.254074551244891,299.3406658850387
91685,Software,Critical,4.2302964322756536,40.0,Small,0,3.910888979742006,169.21185729102615
91686,Hardware,Medium,1.5637735441834564,90.0,Enterprise,1,4.288976464181097,290.7396189765111
91687,Other,,3.699840687092818,40.0,Small,0,3.9824945799279905,147.99362748371271
91688,Hardware,High,2.3095912318597405,40.0,Small,0,4.455047046031727,92.38364927438963
91689,Hardware,Medium,6.829221451342628,40.0,Small,0,,273.1688580537051
91690,Software,High,6.019798247036397,60.0,Medium,0,3.9872337689859614,361.18789482218386
91691,Network,Medium,1.9989036943228478,60.0,Medium,0,4.376534805597233,119.93422165937086
91692,Other,High,2.5569819279819295,40.0,Small,0,4.372333706009435,102.27927711927718
91693,,Medium,1.0812663235483038,40.0,Small,0,,43.25065294193215
91694,Account/Access,,3.0493204987258906,40.0,Small,0,3.9649865198538903,121.97281994903562
91695,Software,,4.730014290304658,90.0,Enterprise,0,4.059812889703134,425.7012861274192
91696,Network,Medium,1.6172526328397465,40.0,Small,1,4.413846992943258,214.69010531358987
91697,,Low,,40.0,Small,0,,85.3778127397967
91698,Account/Access,Medium,1.0708972637479046,60.0,Medium,0,5.0,64.25383582487427
91699,Software,Low,0.7818428711007157,60.0,Medium,0,4.6215378269519,46.91057226604294
91700,Account/Access,Medium,2.2565729402193746,40.0,Small,0,4.494540886350784,90.26291760877498
91701,Software,High,,40.0,Small,0,,71.23368701968083
91702,Network,Medium,2.0448652293020926,60.0,Medium,0,4.261370510673037,122.69191375812555
91703,Network,High,,40.0,Small,1,4.344789371990496,239.99578300228188
91704,,Medium,2.4616616182750266,60.0,Medium,1,4.752435501724431,297.6996970965016
91705,Software,High,5.497298313359549,40.0,Small,1,3.4733899398281274,369.89193253438197
91706,Software,Low,0.25,60.0,Medium,0,4.046725764673984,15.0
91707,Software,Medium,1.4409907472626582,60.0,Medium,0,4.277375642312846,86.45944483575948
91708,Hardware,Medium,,40.0,Small,1,5.0,160.0
91709,Other,Medium,4.479956267921501,90.0,Enterprise,0,3.5549265008556596,403.19606411293506
91710,Software,High,6.7835994203780965,60.0,Medium,1,2.756893840219217,557.0159652226857
91711,Software,Low,2.655792758000264,40.0,Small,0,5.0,106.23171032001055
91712,Software,High,0.7578382700557144,90.0,Enterprise,0,5.0,68.2054443050143
91713,Software,,4.09412463858666,60.0,Medium,0,4.355394751024457,245.64747831519958
91714,Other,Low,1.2745959371202782,40.0,Small,0,,50.983837484811126
91715,Network,,1.0260294958517029,40.0,Small,1,4.603860815602847,191.04117983406812
91716,Software,Low,2.3810634114722506,40.0,Small,2,,395.24253645889
91717,,High,10.666050419408961,40.0,Small,0,,426.64201677635845
91718,Software,,2.948598922792188,40.0,Small,1,,267.9439569116875
91719,Software,Medium,1.7460006630339142,90.0,Enterprise,1,3.963836100147013,307.1400596730523
91720,Software,,0.25,40.0,Small,0,4.6702851691274905,10.0
91721,Software,High,3.415858800849735,40.0,Small,1,3.8576028688166253,286.6343520339894
91722,Account/Access,Medium,0.8130078973200914,60.0,Medium,0,5.0,48.780473839205484
91723,Hardware,Low,1.7519198292528502,40.0,Small,0,5.0,70.076793170114
91724,Software,Critical,18.76674215161129,40.0,Small,0,1.0,750.6696860644515
91725,,,2.611679998298748,60.0,Medium,0,4.266731646454052,156.7007998979249
91726,,Low,2.053737170385972,60.0,Medium,0,5.0,123.22423022315832
91727,,High,1.3790011851020396,40.0,Small,0,4.299470725405396,55.16004740408158
91728,,Medium,3.824893550523915,60.0,Medium,1,3.8317655711910925,379.4936130314349
91729,Software,,1.3504575991466221,60.0,Medium,0,4.099728623809398,81.02745594879732
91730,Software,Low,0.4798455891847544,40.0,Small,0,4.5366528936165516,19.193823567390176
91731,Network,Low,2.8830436865057103,40.0,Small,0,4.454456914511946,115.32174746022841
91732,Hardware,Medium,1.5401518783257764,90.0,Enterprise,0,,138.61366904931987
91733,Account/Access,Medium,1.0480153061996804,60.0,Medium,1,4.646702410862145,212.88091837198084
91734,Network,Medium,,40.0,Small,0,,140.78397902913193
91735,Network,,1.0306914361819814,40.0,Small,0,4.392638984313176,41.227657447279256
91736,,Medium,0.25706164370667217,40.0,Small,0,4.765687159565212,10.282465748266887
91737,Hardware,High,4.651781674771152,90.0,Enterprise,1,,568.6603507294037
91738,Network,High,1.6740932282670982,40.0,Small,1,4.844850923744069,216.96372913068393
91739,,Low,2.9895669764813313,40.0,Small,0,4.158526152363822,119.58267905925325
91740,Software,Medium,2.70867028113051,40.0,Small,0,4.074148114664204,108.34681124522041
91741,Network,High,4.409430298077431,40.0,Small,0,3.8382621684704286,176.37721192309724
91742,Account/Access,Medium,1.95394293259927,90.0,Enterprise,0,4.277215882643356,175.8548639339343
91743,Network,Low,3.846490406229029,60.0,Medium,0,4.049341319622119,230.78942437374172
91744,Software,,3.4432245366288536,60.0,Medium,1,,356.5934721977312
91745,,,,40.0,Small,0,3.1876134668568494,375.0426933774764
91746,Network,Medium,0.9165219955830802,40.0,Small,0,5.0,36.66087982332321
91747,Software,High,2.1807554878809388,40.0,Small,0,,87.23021951523755
91748,Software,Medium,1.1294683692250767,60.0,Medium,0,4.498497357479941,67.7681021535046
91749,Software,Low,2.089942492817784,40.0,Small,0,4.492025373739033,83.59769971271136
91750,Hardware,,,90.0,Enterprise,0,,148.00438220410874
91751,,Medium,2.4378837186352706,90.0,Enterprise,0,4.643795308127945,219.40953467717435
91752,Network,,1.8073186197783315,60.0,Medium,0,4.809422895669537,108.43911718669989
91753,,High,1.9165871420740723,40.0,Small,0,4.365503955110803,76.66348568296289
91754,,Medium,4.035567091469224,40.0,Small,0,3.5068384652291416,161.42268365876896
91755,,Medium,7.768158529829951,60.0,Medium,0,3.2394466324121383,466.0895117897971
91756,Account/Access,Medium,1.0315010864182124,40.0,Small,1,4.655504352305257,191.2600434567285
91757,Account/Access,,8.660895441428783,60.0,Medium,1,2.730101522499385,669.653726485727
91758,Account/Access,Low,3.42734004810451,40.0,Small,0,3.9159977683533045,137.0936019241804
91759,,Medium,1.2736124293367768,40.0,Small,0,,50.94449717347107
91760,Other,,1.525706896593951,40.0,Small,1,4.29434072710148,211.02827586375804
91761,Hardware,Low,0.78668051729768,40.0,Small,1,5.0,181.4672206919072
91762,Software,Low,,40.0,Small,0,3.8776473804642073,93.56768260097508
91763,Other,Medium,,40.0,Small,0,4.798913560287638,21.258056401986835
91764,Account/Access,Medium,2.024923430367016,60.0,Medium,2,4.138750024396033,421.495405822021
91765,Account/Access,Medium,2.6294062745608233,90.0,Enterprise,0,,236.6465647104741
91766,Network,High,1.6121057040283615,40.0,Small,0,5.0,64.48422816113447
91767,Other,Medium,8.101631320088002,40.0,Small,1,2.9854093232402175,474.0652528035201
91768,Software,Low,2.3887684344616527,60.0,Medium,0,4.150038524274807,143.32610606769916
91769,,Medium,,60.0,Medium,0,5.0,26.657716411592197
91770,Other,,1.3812594411146264,60.0,Medium,1,4.645964565376314,232.8755664668776
91771,Software,Low,1.3935245125049862,40.0,Small,0,4.43749705106679,55.74098050019945
91772,Other,High,3.2586603854714036,60.0,Medium,0,4.332094937757827,195.51962312828422
91773,Software,High,3.0354088847350837,40.0,Small,0,,121.41635538940335
91774,Account/Access,Low,0.6952032238927983,40.0,Small,0,4.896629671429648,27.808128955711933
91775,Software,,1.5740418990404639,40.0,Small,0,4.617487406785882,62.96167596161855
91776,Network,,6.597117885294184,40.0,Small,1,3.3513893281948945,413.88471541176733
91777,Other,,0.25,40.0,Small,0,5.0,10.0
91778,Account/Access,High,1.782423535542616,90.0,Enterprise,0,5.0,160.41811819883543
91779,Account/Access,Medium,1.7123612428262502,90.0,Enterprise,0,4.380832587590295,154.1125118543625
91780,,Low,,90.0,Enterprise,1,,329.7989445425641
91781,Hardware,Medium,,40.0,Small,0,3.834405234931821,119.46533866278976
91782,Other,Medium,2.3712215973135207,90.0,Enterprise,0,4.912312150798904,213.40994375821685
91783,Other,Medium,1.7897611796465382,40.0,Small,0,,71.59044718586154
91784,Software,Medium,0.3120922549729341,60.0,Medium,0,,18.725535298376045
91785,,Low,,40.0,Small,0,4.71720774238237,41.684951782166536
91786,Network,Low,1.6299428218923142,40.0,Small,0,,65.19771287569257
91787,Software,Critical,,90.0,Enterprise,1,,697.2932214785128
91788,Hardware,Medium,1.7613542873044326,90.0,Enterprise,0,4.38251310697212,158.52188585739893
91789,Account/Access,,0.3021614505566045,90.0,Enterprise,1,5.0,177.1945305500944
91790,Other,Medium,0.3531305406901982,90.0,Enterprise,0,5.0,31.78174866211784
91791,Software,High,2.7044755085362175,90.0,Enterprise,1,4.120606091871267,393.4027957682596
91792,Hardware,Medium,2.7637362348256698,90.0,Enterprise,0,,248.73626113431027
91793,Software,,5.174450158439905,60.0,Medium,0,3.36920833226367,310.4670095063943
91794,Other,Low,,40.0,Small,1,,291.2007340230862
91795,Account/Access,High,3.9105327336145863,60.0,Medium,0,4.592294679628712,234.63196401687517
91796,,Medium,1.444820902984534,60.0,Medium,0,4.551417532974701,86.68925417907204
91797,,Low,2.071263023991406,40.0,Small,0,4.261784094887399,82.85052095965624
91798,Software,Medium,1.0494614768237671,40.0,Small,1,4.2297414932300015,191.97845907295067
91799,Network,Medium,1.471418822987014,40.0,Small,1,,208.85675291948056
91800,Network,Low,5.172734041151532,60.0,Medium,1,3.918281220159279,460.36404246909194
91801,Hardware,High,1.7968688637835075,60.0,Medium,0,,107.81213182701045
91802,Hardware,,3.8616367369367697,40.0,Small,0,,154.46546947747078
91803,Hardware,,,40.0,Small,2,3.1172151470199023,474.6474792300202
91804,,Low,3.329545580836822,60.0,Medium,0,,199.77273485020933
91805,Software,,1.7687633960098406,60.0,Medium,1,4.602131834097266,256.12580376059043
91806,Software,Medium,,40.0,Small,0,4.0342271405210175,136.74464470038464
91807,Software,Low,2.395982910625109,60.0,Medium,0,4.789789327931332,143.75897463750655
91808,Other,Medium,,40.0,Small,0,3.507043759405343,158.5615845969668
91809,Hardware,,4.997663829392642,40.0,Small,1,3.013838976564651,349.90655317570565
91810,,High,0.25,90.0,Enterprise,0,5.0,22.5
91811,Network,Medium,1.0077199434802822,40.0,Small,1,4.009110647701254,190.3087977392113
91812,Network,Low,0.7764752558499542,90.0,Enterprise,0,4.323566673777736,69.88277302649588
91813,,,0.8162570339928468,60.0,Medium,0,4.579988322157118,48.97542203957081
91814,Hardware,,,40.0,Small,1,,234.86519757437438
91815,Account/Access,Low,1.7213603053091864,90.0,Enterprise,0,4.696964514200808,154.92242747782677
91816,,,2.3245997902933975,40.0,Small,0,4.347692197319381,92.9839916117359
91817,Hardware,,,60.0,Medium,1,,370.4319861039839
91818,Account/Access,High,3.5826343328112813,40.0,Small,0,4.439901410242888,143.30537331245125
91819,Software,Low,0.728024507727214,40.0,Small,0,4.386959077732992,29.120980309088562
91820,Software,,1.83454171569323,60.0,Medium,1,4.424051673826295,260.0725029415938
91821,,Low,3.5115362929213365,60.0,Medium,0,4.155370266379675,210.6921775752802
91822,Network,High,2.2859662928304254,90.0,Enterprise,1,4.398191675529907,355.7369663547383
91823,Network,Critical,6.9162969526136004,40.0,Small,0,4.085498542773254,276.65187810454404
91824,Other,Medium,,60.0,Medium,1,4.67735882554134,275.59384993128856
91825,Hardware,Medium,1.2431616255324356,60.0,Medium,0,4.408789024041312,74.58969753194613
91826,Other,Medium,,40.0,Small,0,4.474957776551265,84.34584116070303
91827,Software,,0.25110225477099196,60.0,Medium,0,,15.066135286259518
91828,Hardware,,4.426470936439972,90.0,Enterprise,0,4.223635518834703,398.3823842795975
91829,Account/Access,Critical,1.061642165909787,60.0,Medium,2,4.231736412033598,363.69852995458723
91830,,High,3.6600821211300736,60.0,Medium,1,3.9130308243570617,369.60492726780444
91831,Hardware,Medium,1.690677704630446,60.0,Medium,0,4.652122732938577,101.44066227782676
91832,Hardware,Medium,2.6130726418820696,40.0,Small,0,4.180836388214554,104.52290567528279
91833,Other,High,4.792539975190819,40.0,Small,0,,191.70159900763278
91834,,Medium,3.637862705175436,60.0,Medium,0,4.396053419569275,218.27176231052616
91835,Other,,1.786250366999116,40.0,Small,0,4.617061014628834,71.45001467996464
91836,Account/Access,Low,1.2618664314452042,40.0,Small,0,4.741853295136502,50.47465725780817
91837,,Low,,60.0,Medium,0,4.559168953268732,151.5364338918389
91838,Hardware,Low,0.9375567262352031,60.0,Medium,0,5.0,56.25340357411219
91839,Software,Medium,1.6932426193176384,90.0,Enterprise,0,4.386366763061631,152.39183573858745
91840,,Medium,0.799791710383014,40.0,Small,1,5.0,181.99166841532056
91841,Hardware,Medium,,40.0,Small,1,4.1239304213919485,199.60986273101304
91842,,Medium,1.7683609277355221,60.0,Medium,0,4.803571433175841,106.10165566413133
91843,,,2.646695989380518,40.0,Small,0,4.495354404963858,105.86783957522073
91844,Other,Medium,1.4704617511764249,40.0,Small,0,4.312819073440448,58.81847004705699
91845,Hardware,Low,1.227942986258523,90.0,Enterprise,0,4.261712609464038,110.51486876326706
91846,Hardware,High,1.581638931544448,90.0,Enterprise,0,5.0,142.34750383900032
91847,Network,Low,2.2484833473474333,40.0,Small,1,,239.93933389389733
91848,,Low,4.516415380223823,60.0,Medium,0,3.996750767600236,270.9849228134294
91849,Network,Medium,2.408792019742305,40.0,Small,0,4.44050339421097,96.35168078969221
91850,Account/Access,Low,,90.0,Enterprise,1,,262.62489583464736
91851,Hardware,High,2.125344885024262,60.0,Medium,2,3.1592091263781628,427.5206931014557
91852,Hardware,Low,2.3555734711340364,40.0,Small,1,4.366267165834594,244.22293884536145
91853,,Medium,,40.0,Small,0,3.7992561248766408,122.39792184690012
91854,Account/Access,Low,0.7316919522440206,60.0,Medium,0,4.8137830290493016,43.90151713464124
91855,Software,Low,6.7548432530709155,40.0,Small,0,3.190575787903199,270.1937301228366
91856,,Low,0.792254910624898,40.0,Small,0,5.0,31.690196424995918
91857,,,,40.0,Small,0,3.8245682125290013,143.16912335080627
91858,Account/Access,,4.4899226141648425,60.0,Medium,3,3.3273020267593267,719.3953568498905
91859,Hardware,Low,,60.0,Medium,0,3.678924148891309,332.816425534093
91860,Account/Access,Low,,40.0,Small,0,5.0,13.651898023778147
91861,,Low,,60.0,Medium,1,4.971370083701126,202.60899379558757
91862,Hardware,Low,2.440152285132969,60.0,Medium,1,,296.40913710797815
91863,Software,,3.8971483702520033,60.0,Medium,0,4.104305295478921,233.8289022151202
91864,Network,Low,0.5620154835071877,90.0,Enterprise,0,5.0,50.58139351564689
91865,Account/Access,,0.4607009135090748,60.0,Medium,0,4.966817832524357,27.64205481054449
91866,Hardware,,2.0080174733073317,90.0,Enterprise,1,4.389126949918206,330.7215725976598
91867,Hardware,,1.1091341526020062,60.0,Medium,0,5.0,66.54804915612037
91868,,Medium,2.0213363813916443,40.0,Small,0,4.524697457939328,80.85345525566578
91869,Hardware,,2.0684154827356096,60.0,Medium,2,4.354947558709134,424.10492896413655
91870,Software,Low,0.6656864022572194,60.0,Medium,1,4.770012762473123,189.94118413543316
91871,Software,Medium,2.7672705384505973,40.0,Small,0,,110.6908215380239
91872,Software,High,1.602903610171644,60.0,Medium,0,5.0,96.17421661029864
91873,Account/Access,Medium,2.8663462471738974,40.0,Small,0,4.455690002622163,114.6538498869559
91874,Software,High,,40.0,Small,1,,397.21829472612916
91875,Software,Medium,,40.0,Small,0,5.0,56.2961350322049
91876,Software,Medium,1.2471235523544382,40.0,Small,0,4.548707424803979,49.884942094177525
91877,Software,High,3.255955931975494,60.0,Medium,1,3.6902747775183697,345.3573559185296
91878,,Medium,2.5176305299048596,40.0,Small,1,3.930039032633443,250.70522119619437
91879,,Medium,3.4237042468727497,40.0,Small,0,,136.94816987490998
91880,Hardware,Low,1.31758048837935,60.0,Medium,1,4.569802987034673,229.054829302761
91881,Hardware,Low,0.4877128538712041,40.0,Small,0,5.0,19.508514154848164
91882,,High,10.391468449686801,40.0,Small,1,3.226748539936907,565.658737987472
91883,,Medium,0.4622718338791311,40.0,Small,0,,18.490873355165245
91884,Hardware,High,,40.0,Small,1,4.445876470651672,294.7979152564518
91885,Account/Access,Low,2.2100296096983514,40.0,Small,0,4.974171521272356,88.40118438793405
91886,,Medium,2.5664441116168804,40.0,Small,0,4.567017166769503,102.65776446467521
91887,Hardware,,3.9584550308560025,40.0,Small,1,,308.3382012342401
91888,,Medium,0.6456948644494143,90.0,Enterprise,0,4.504846427622195,58.112537800447285
91889,Network,,3.1257653759264925,60.0,Medium,1,,337.5459225555895
91890,Other,,8.965531890159742,60.0,Medium,1,3.3082977805997973,687.9319134095845
91891,Network,Medium,0.9213086456620496,90.0,Enterprise,0,5.0,82.91777810958446
91892,Software,Medium,1.6176697488772367,60.0,Medium,0,4.636976540221933,97.0601849326342
91893,Account/Access,Low,1.0592797672626693,40.0,Small,0,4.992669055158815,42.37119069050677
91894,Account/Access,Low,2.52060386697214,60.0,Medium,1,4.097270166584324,301.2362320183284
91895,Account/Access,,,90.0,Enterprise,0,4.621704520719672,194.8448986606852
91896,Software,,3.680475360775477,60.0,Medium,0,3.5715078841009587,220.82852164652863
91897,Network,,4.304275254150099,60.0,Medium,0,4.36594299867714,258.25651524900593
91898,Hardware,Medium,0.33322451239249434,40.0,Small,0,,13.328980495699774
91899,,Low,2.328594552385702,40.0,Small,0,4.357541503506509,93.14378209542808
91900,Account/Access,Low,1.2999840086877563,60.0,Medium,1,4.6195386969540015,227.99904052126539
91901,Account/Access,,,40.0,Small,0,4.567762166075633,63.68539221114691
91902,Network,Low,2.49906349562758,60.0,Medium,0,4.980248272659157,149.9438097376548
91903,Account/Access,,1.5501627256849284,40.0,Small,0,4.355109937261887,62.006509027397136
91904,Hardware,Medium,0.5814867662406802,60.0,Medium,0,4.60948187519614,34.88920597444081
91905,Account/Access,Medium,5.241310265330826,40.0,Small,0,3.703029971207199,209.65241061323303
91906,,High,,60.0,Medium,0,4.7512759598886545,165.74149418251488
91907,Account/Access,Medium,1.9904610298511778,60.0,Medium,0,4.2851858432395735,119.42766179107066
91908,Hardware,Low,0.6353551796163052,40.0,Small,1,4.712991776658515,175.4142071846522
91909,Software,Medium,2.8930474446112644,60.0,Medium,0,4.2877318912582885,173.58284667667587
91910,Software,High,3.5784442621900068,90.0,Enterprise,1,,472.0599835971006
91911,Network,Low,0.5114805247327469,40.0,Small,0,4.592492683691274,20.459220989309873
91912,Software,,0.35454712172644887,60.0,Medium,0,5.0,21.272827303586933
91913,Hardware,Low,1.050775379079679,60.0,Medium,1,3.7323237126812576,213.04652274478073
91914,Network,Medium,2.497181954614002,60.0,Medium,0,4.074694409638171,149.83091727684013
91915,Software,,,40.0,Small,1,,178.9396651084601
91916,,,0.25,40.0,Small,0,,10.0
91917,Account/Access,Low,0.6569175472889826,60.0,Medium,0,4.785493396328383,39.415052837338955
91918,Software,Low,1.7136660051069148,90.0,Enterprise,1,,304.2299404596223
91919,Other,High,1.2919456656934758,60.0,Medium,0,4.440428638738048,77.51673994160855
91920,Account/Access,Medium,,60.0,Medium,1,,300.1631696449559
91921,Account/Access,Low,1.0462226743037766,40.0,Small,0,,41.84890697215106
91922,Software,Low,3.875657896502415,90.0,Enterprise,0,4.136809520320916,348.80921068521735
91923,,High,2.7209098728661174,40.0,Small,0,,108.8363949146447
91924,Account/Access,,,60.0,Medium,1,,308.9258025339306
91925,Hardware,,6.192421885094668,90.0,Enterprise,0,4.047649937204093,557.3179696585202
91926,,Low,1.8924436406138754,90.0,Enterprise,0,,170.3199276552488
91927,Hardware,High,1.2423759494954243,40.0,Small,0,4.96106003891636,49.69503797981697
91928,,Medium,0.7587206305866669,60.0,Medium,1,,195.5232378352
91929,Other,Low,,40.0,Small,0,3.6143281465762884,247.6325576358428
91930,Other,High,5.747474766450165,60.0,Medium,0,3.2749698463074335,344.8484859870099
91931,Other,Medium,5.068170845924239,90.0,Enterprise,1,3.934372305953478,606.1353761331816
91932,Software,Low,,60.0,Medium,1,3.9944127734751573,231.71430526716398
91933,,Medium,1.585920392017046,90.0,Enterprise,0,4.657964865868604,142.73283528153414
91934,Software,Low,2.345615887996308,90.0,Enterprise,0,5.0,211.10542991966773
91935,,Critical,2.7206892855199194,40.0,Small,0,4.7824155336735235,108.82757142079677
91936,Hardware,Medium,2.321577409785342,40.0,Small,1,4.715763203244678,242.86309639141368
91937,Network,High,7.672406467733621,40.0,Small,1,,456.89625870934486
91938,Account/Access,High,1.1179574760951936,40.0,Small,0,4.397623747877705,44.71829904380775
91939,Software,Low,0.6675860461483178,90.0,Enterprise,1,4.009791122325117,210.0827441533486
91940,Account/Access,Medium,1.6002734415047755,40.0,Small,0,4.603914006135533,64.01093766019102
91941,,Medium,6.20763502363118,60.0,Medium,0,3.0254494352161077,372.4581014178708
91942,Network,Low,1.3876771737456273,60.0,Medium,0,,83.26063042473764
91943,Hardware,High,2.5890759009785453,90.0,Enterprise,1,,383.01683108806907
91944,Network,Medium,11.132467482926053,40.0,Small,1,2.7080047586413802,595.2986993170421
91945,,Medium,1.0357998728166053,40.0,Small,0,4.293776739644475,41.431994912664216
91946,Account/Access,,0.8283391802501705,40.0,Small,0,,33.13356721000682
91947,Hardware,High,2.4056459047931846,40.0,Small,0,4.3159271385950255,96.22583619172738
91948,Hardware,Medium,,40.0,Small,0,4.331898123501912,169.17412098774918
91949,Account/Access,High,1.7006762333543781,90.0,Enterprise,0,4.420361183804248,153.06086100189404
91950,,Medium,,90.0,Enterprise,1,,428.8740017072909
91951,,Low,3.1776152164755675,90.0,Enterprise,0,4.408332836221578,285.9853694828011
91952,,Medium,1.9052865692294636,40.0,Small,0,4.071984050763667,76.21146276917854
91953,Software,Medium,,60.0,Medium,0,5.0,71.05585908567645
91954,Account/Access,Critical,0.8368092848198965,60.0,Medium,0,5.0,50.20855708919379
91955,Network,High,2.3804375087508514,40.0,Small,0,4.024451236380681,95.21750035003406
91956,Hardware,High,1.8479199507834876,40.0,Small,0,4.387305047597028,73.91679803133951
91957,Software,Low,,60.0,Medium,0,,34.334366572300624
91958,,,2.108681780572671,40.0,Small,1,,234.34727122290684
91959,Hardware,Low,1.3216278265492398,60.0,Medium,0,4.068985412074526,79.29766959295439
91960,,Medium,,90.0,Enterprise,0,4.9654163394370086,206.18105185354727
91961,,,0.32758742907818245,40.0,Small,1,5.0,163.1034971631273
91962,Account/Access,Medium,,90.0,Enterprise,0,4.4223287137419,239.52254441668293
91963,,Low,0.26211561928262617,60.0,Medium,0,4.812570356873766,15.72693715695757
